model_key,accuracy,f1_macro,top2_accuracy,season
mlp_baseline,0.5333333333333333,0.4150649350649351,0.7333333333333333,2023-24
attention_model,0.7586206896551724,0.4790123456790123,0.8620689655172413,2003-04
attention_model,0.7333333333333333,0.39194139194139194,0.8,2004-05
attention_model,0.7333333333333333,0.4297619047619048,0.8666666666666667,2005-06
attention_model,0.6333333333333333,0.3183563748079877,0.8,2006-07
attention_model,0.7333333333333333,0.5335200746965453,0.9,2007-08
attention_model,0.5666666666666667,0.2578908958219303,0.7666666666666667,2008-09
attention_model,0.6,0.2720306513409962,0.8,2009-10
attention_model,0.6,0.326984126984127,0.8,2010-11
attention_model,0.6333333333333333,0.3779202279202279,0.8,2011-12
attention_model,0.6666666666666666,0.3916900093370681,0.8,2012-13
attention_model,0.6333333333333333,0.37075023741690405,0.7666666666666667,2013-14
attention_model,0.6666666666666666,0.4984126984126984,0.8333333333333334,2014-15
attention_model,0.6333333333333333,0.3259259259259259,0.8,2015-16
attention_model,0.8,0.6805555555555555,0.9333333333333333,2016-17
attention_model,0.6333333333333333,0.2709551656920078,0.9333333333333333,2017-18
attention_model,0.7666666666666667,0.5547619047619048,0.9,2018-19
attention_model,0.5333333333333333,0.22924133811230585,0.7333333333333333,2019-20
attention_model,0.6333333333333333,0.37063492063492065,0.8666666666666667,2020-21
attention_model,0.6666666666666666,0.32539682539682535,0.8,2021-22
attention_model,0.5,0.2126984126984127,0.7666666666666667,2022-23
attention_model,0.6,0.36666666666666664,0.8,2023-24
